dummy,dummy,dummy,dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GHG000,BEL,CO2LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BEL,CO2LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BEL,CH4LandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BEL,CH4LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BEL,CH4LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BEL,N2OLandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BEL,N2OLandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BEL,N2OLandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BGR,CO2LandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BGR,CO2LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BGR,CO2LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BGR,CH4LandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BGR,CH4LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BGR,CH4LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BGR,N2OLandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BGR,N2OLandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,BGR,N2OLandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG000,CAZ,CO2LandUse,ea,53.9422,55.8759,57.8095,59.7432,61.6768,63.6105,65.5441,67.4778,69.4115,71.3451,73.2788,84.8754,96.4721,108.069,119.665,131.262,142.859,154.455,166.052,177.649,189.245,185.473,181.7,177.928,174.155,170.383,166.61,162.838,159.065,155.293,151.52,145.584,139.648,133.713,127.777,121.841,115.905,109.97,104.034,98.0982,92.1624,92.6034,93.0444,93.4853,93.9263,94.3672,94.8082,95.2492,95.6901,96.1311,96.572,92.3999,88.2278,84.0556,79.8835,75.7114,71.5392,67.3671,63.195,59.0228,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507,54.8507
GHG000,CAZ,CO2LandUse,eb,46.3191,52.7494,59.1797,65.61,72.0403,78.4706,84.901,91.3313,97.7616,104.192,110.622,93.7876,76.953,60.1184,43.2838,26.4491,9.61451,-7.22011,-24.0547,-40.8894,-57.724,-53.2957,-48.8673,-44.439,-40.0107,-35.5823,-31.154,-26.7257,-22.2974,-17.869,-13.4407,-9.97547,-6.51022,-3.04498,0.420267,3.88551,7.35076,10.816,14.2812,17.7465,21.2117,19.2998,17.3878,15.4759,13.5639,11.6519,9.73998,7.82802,5.91606,4.0041,2.09214,3.36668,4.64121,5.91575,7.19029,8.46483,9.73936,11.0139,12.2884,13.563,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375,14.8375
GHG000,CAZ,CO2LandUse,ec,39.7732,31.5788,23.3845,15.1901,6.99571,-1.19866,-9.39304,-17.5874,-25.7818,-33.9762,-42.1705,-35.725,-29.2795,-22.834,-16.3885,-9.94301,-3.49751,2.948,9.3935,15.839,22.2845,20.3392,18.3939,16.4486,14.5033,12.558,10.6127,8.66738,6.72208,4.77678,2.83147,2.52394,2.21641,1.90888,1.60135,1.29383,0.986296,0.678766,0.371237,0.0637077,-0.243822,-0.111741,0.0203388,0.152419,0.284499,0.416579,0.54866,0.68074,0.81282,0.9449,1.07698,0.972475,0.86797,0.763465,0.658959,0.554454,0.449949,0.345444,0.240939,0.136433,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281,0.0319281
GHG000,CAZ,CH4LandUse,ea,2.88432,3.26804,3.65177,4.03549,4.41922,4.80294,5.18667,5.57039,5.95411,6.33784,6.72156,6.74494,6.76831,6.79169,6.81506,6.83843,6.86181,6.88518,6.90856,6.93193,6.95531,6.95712,6.95893,6.96074,6.96256,6.96437,6.96618,6.96799,6.96981,6.97162,6.97343,6.98885,7.00427,7.01969,7.03511,7.05053,7.06595,7.08137,7.09679,7.11221,7.12762,7.14219,7.15676,7.17133,7.1859,7.20047,7.21504,7.22961,7.24419,7.25876,7.27333,7.28188,7.29044,7.29899,7.30755,7.31611,7.32466,7.33322,7.34177,7.35033,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889,7.35889
GHG000,CAZ,CH4LandUse,eb,2.4767,2.22903,1.98136,1.73369,1.48602,1.23835,0.990679,0.743009,0.495338,0.247667,-3.37728e-06,-0.00767415,-0.0153449,-0.0230157,-0.0306865,-0.0383572,-0.046028,-0.0536988,-0.0613696,-0.0690403,-0.0767111,-0.062085,-0.0474588,-0.0328327,-0.0182065,-0.0035804,0.0110457,0.0256719,0.040298,0.0549242,0.0695503,0.0677046,0.0658589,0.0640132,0.0621675,0.0603217,0.058476,0.0566303,0.0547846,0.0529389,0.0510932,0.0471213,0.0431494,0.0391775,0.0352056,0.0312337,0.0272618,0.0232899,0.019318,0.0153461,0.0113742,0.00948428,0.00759436,0.00570444,0.00381452,0.0019246,3.46738e-05,-0.00185525,-0.00374517,-0.00563509,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501,-0.00752501
GHG000,CAZ,CH4LandUse,ec,2.12669,1.91402,1.70136,1.48869,1.27602,1.06335,0.850678,0.638009,0.42534,0.212671,1.27118e-06,0.00277071,0.00554014,0.00830958,0.011079,0.0138484,0.0166179,0.0193873,0.0221568,0.0249262,0.0276956,0.0241548,0.0206139,0.017073,0.0135322,0.00999131,0.00645045,0.00290959,-0.000631274,-0.00417214,-0.007713,-0.00726782,-0.00682264,-0.00637746,-0.00593227,-0.00548709,-0.00504191,-0.00459673,-0.00415155,-0.00370637,-0.00326119,-0.00297097,-0.00268076,-0.00239054,-0.00210033,-0.00181011,-0.00151989,-0.00122968,-0.000939464,-0.000649249,-0.000359033,-0.00026561,-0.000172186,-7.87625e-05,1.46611e-05,0.000108085,0.000201508,0.000294932,0.000388355,0.000481779,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203,0.000575203
GHG000,CAZ,N2OLandUse,ea,204.811,232.309,259.807,287.306,314.804,342.302,369.801,397.299,424.797,452.296,479.794,481.997,484.2,486.404,488.607,490.81,493.013,495.217,497.42,499.623,501.826,502.159,502.491,502.823,503.155,503.488,503.82,504.152,504.485,504.817,505.149,505.716,506.283,506.85,507.417,507.983,508.55,509.117,509.684,510.251,510.818,512.102,513.386,514.671,515.955,517.24,518.524,519.808,521.093,522.377,523.662,524.274,524.887,525.5,526.113,526.725,527.338,527.951,528.563,529.176,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789,529.789
GHG000,CAZ,N2OLandUse,eb,175.867,158.28,140.693,123.106,105.519,87.9321,70.3452,52.7583,35.1714,17.5845,-0.00240357,-0.934651,-1.8669,-2.79915,-3.73139,-4.66364,-5.59589,-6.52813,-7.46038,-8.39263,-9.32488,-7.86766,-6.41044,-4.95322,-3.496,-2.03878,-0.581555,0.875665,2.33288,3.79011,5.24733,5.44678,5.64623,5.84568,6.04514,6.24459,6.44404,6.6435,6.84295,7.0424,7.24186,6.80597,6.37008,5.93419,5.4983,5.06241,4.62652,4.19063,3.75474,3.31885,2.88297,2.81782,2.75267,2.68752,2.62237,2.55722,2.49207,2.42692,2.36177,2.29662,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147,2.23147
GHG000,CAZ,N2OLandUse,ec,151.013,135.912,120.811,105.709,90.6082,75.507,60.4058,45.3046,30.2034,15.1021,0.000916494,0.344032,0.687148,1.03026,1.37338,1.71649,2.05961,2.40273,2.74584,3.08896,3.43207,3.04752,2.66297,2.27842,1.89387,1.50932,1.12476,0.740213,0.355661,-0.0288901,-0.413441,-0.407742,-0.402042,-0.396343,-0.390644,-0.384944,-0.379245,-0.373545,-0.367846,-0.362146,-0.356447,-0.32409,-0.291733,-0.259377,-0.22702,-0.194663,-0.162307,-0.12995,-0.0975933,-0.0652367,-0.03288,-0.0279788,-0.0230777,-0.0181766,-0.0132754,-0.00837428,-0.00347314,0.001428,0.00632914,0.0112303,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314,0.0161314
GHG000,CHA,CO2LandUse,ea,0.0110849,-28.7564,-57.5238,-86.2912,-115.059,-143.826,-172.594,-201.361,-230.128,-258.896,-287.663,-257.774,-227.885,-197.995,-168.106,-138.217,-108.327,-78.438,-48.5487,-18.6593,11.23,-5.8502,-22.9304,-40.0106,-57.0907,-74.1709,-91.2511,-108.331,-125.411,-142.492,-159.572,-177.978,-196.384,-214.79,-233.196,-251.602,-270.009,-288.415,-306.821,-325.227,-343.633,-352.453,-361.273,-370.093,-378.913,-387.733,-396.553,-405.373,-414.192,-423.012,-431.832,-435.433,-439.034,-442.634,-446.235,-449.835,-453.436,-457.036,-460.637,-464.238,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838,-467.838
GHG000,CHA,CO2LandUse,eb,0.0809896,11.5578,23.0345,34.5113,45.9881,57.4649,68.9417,80.4184,91.8952,103.372,114.849,102.657,90.4658,78.2744,66.0829,53.8914,41.7,29.5085,17.3171,5.12559,-7.06587,-5.60415,-4.14243,-2.68071,-1.21899,0.242729,1.70445,3.16617,4.62789,6.08961,7.55133,6.418,5.28467,4.15133,3.018,1.88466,0.75133,-0.382004,-1.51534,-2.64867,-3.78201,-3.59037,-3.39872,-3.20708,-3.01544,-2.8238,-2.63216,-2.44052,-2.24888,-2.05724,-1.8656,-0.827558,0.210482,1.24852,2.28656,3.3246,4.36264,5.40068,6.43872,7.47676,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148,8.5148
GHG000,CHA,CO2LandUse,ec,0.591734,-0.448792,-1.48932,-2.52984,-3.57037,-4.6109,-5.65142,-6.69195,-7.73247,-8.773,-9.81353,-8.67454,-7.53556,-6.39658,-5.25759,-4.11861,-2.97963,-1.84065,-0.701662,0.437321,1.5763,1.41391,1.25151,1.08911,0.926712,0.764314,0.601916,0.439519,0.277121,0.114723,-0.0476752,0.0517716,0.151218,0.250665,0.350112,0.449559,0.549006,0.648452,0.747899,0.847346,0.946793,0.892443,0.838092,0.783742,0.729392,0.675042,0.620692,0.566341,0.511991,0.457641,0.403291,0.335486,0.267681,0.199877,0.132072,0.064267,-0.00353774,-0.0713425,-0.139147,-0.206952,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757,-0.274757
GHG000,CHA,CH4LandUse,ea,0.00569502,2.02955,4.05341,6.07727,8.10113,10.125,12.1488,14.1727,16.1966,18.2204,20.2443,20.6996,21.1549,21.6103,22.0656,22.5209,22.9762,23.4316,23.8869,24.3422,24.7975,25.1351,25.4727,25.8103,26.1479,26.4855,26.8231,27.1607,27.4983,27.8359,28.1735,28.3107,28.4478,28.585,28.7221,28.8592,28.9964,29.1335,29.2706,29.4078,29.5449,29.4986,29.4523,29.406,29.3596,29.3133,29.267,29.2207,29.1744,29.128,29.0817,28.9597,28.8377,28.7158,28.5938,28.4718,28.3498,28.2278,28.1058,27.9839,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619,27.8619
GHG000,CHA,CH4LandUse,eb,0.0416095,0.0374485,0.0332876,0.0291266,0.0249657,0.0208047,0.0166438,0.0124828,0.00832187,0.00416092,-2.69101e-08,0.00513187,0.0102638,0.0153957,0.0205275,0.0256594,0.0307913,0.0359232,0.0410551,0.046187,0.0513189,0.0565748,0.0618308,0.0670867,0.0723427,0.0775986,0.0828545,0.0881105,0.0933664,0.0986223,0.103878,0.100536,0.0971944,0.0938525,0.0905105,0.0871686,0.0838267,0.0804847,0.0771428,0.0738009,0.0704589,0.0718552,0.0732515,0.0746478,0.0760441,0.0774404,0.0788367,0.080233,0.0816293,0.0830256,0.0844219,0.0867896,0.0891574,0.0915251,0.0938928,0.0962605,0.0986282,0.100996,0.103364,0.105731,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099,0.108099
GHG000,CHA,CH4LandUse,ec,0.304011,0.27361,0.243209,0.212808,0.182407,0.152005,0.121604,0.0912033,0.0608022,0.0304011,2.31424e-09,-0.000759556,-0.00151911,-0.00227867,-0.00303823,-0.00379779,-0.00455735,-0.0053169,-0.00607646,-0.00683602,-0.00759558,-0.00921845,-0.0108413,-0.0124642,-0.0140871,-0.0157099,-0.0173328,-0.0189557,-0.0205785,-0.0222014,-0.0238243,-0.0231887,-0.0225532,-0.0219176,-0.021282,-0.0206464,-0.0200109,-0.0193753,-0.0187397,-0.0181042,-0.0174686,-0.0171281,-0.0167876,-0.016447,-0.0161065,-0.015766,-0.0154255,-0.015085,-0.0147445,-0.0144039,-0.0140634,-0.0140269,-0.0139904,-0.0139538,-0.0139173,-0.0138808,-0.0138443,-0.0138077,-0.0137712,-0.0137347,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981,-0.0136981
